ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
,177.8868,20203.0025,4.1244,,525.9298,15.6797,64.6815,2.7028,0
2.6695,241.2559,14973.2007,8.1313,327.8926,526.6431,11.6475,62.2458,2.3669,0
7.0078,214.1382,38004.3143,7.0324,,439.6675,11.9354,77.3352,4.5491,1
8.0048,247.3561,23165.371,6.9984,259.8472,481.3588,17.7575,41.3566,3.7571,1
8.7287,230.699,13482.9717,5.5166,,448.696,12.3389,72.5937,3.2623,0
6.0835,167.0817,18753.4199,7.3775,267.1043,385.1079,13.6157,64.3342,3.5689,1
6.1347,182.6339,10974.97,7.5315,,497.3639,7.8735,60.7309,5.188,0
,184.4005,32596.2954,9.3781,345.111,449.2393,15.9004,67.2405,3.7443,0
8.3117,185.0115,32817.2068,9.2275,393.3188,402.3823,14.3405,69.6748,3.0293,0
,212.0425,23490.5209,6.1393,,320.8457,15.3753,70.6227,3.668,0
6.9141,191.839,24698.4593,10.1325,308.5566,386.7954,18.4201,31.8328,6.0752,0
5.7192,171.9344,9559.6276,8.6634,358.9257,515.0659,16.2121,52.0961,4.4163,0
7.4748,245.0617,35699.0988,9.6423,367.0105,483.0054,15.2578,77.9376,5.8449,0
4.7946,241.6675,21714.5845,6.9032,,393.412,19.6367,44.3001,3.8575,0
,198.8987,39927.798,8.8328,320.3831,536.5823,17.6829,87.2459,2.9682,0
6.3499,163.5125,17122.5958,4.6133,358.1612,409.3893,16.8782,61.4437,3.382,1
6.7507,177.7169,26206.1122,9.1094,289.3974,423.8828,15.0575,45.5431,3.0289,1
7.8529,173.397,29723.5736,5.9839,336.7244,418.6988,15.3117,118.2596,4.8322,1
8.7614,168.959,29040.7698,7.863,309.0135,312.7821,18.5468,77.4053,3.1578,0
4.5854,166.3678,21143.6478,6.0932,368.9337,457.4278,11.423,81.288,4.0669,0
,205.497,31522.158,7.1948,299.5131,500.6936,11.7221,52.8869,3.5016,1
7.9005,207.4169,25533.9941,7.2993,390.3352,413.5774,12.6975,69.4088,4.4574,1
,211.7092,22330.0758,5.0735,402.2794,623.0387,11.1562,42.7459,3.7008,1
9.1439,167.7588,13119.5568,7.414,336.4368,326.6565,12.2637,66.5573,5.5749,0
,207.4404,33260.5397,8.7618,281.9962,446.5028,15.7716,67.4188,3.974,0
8.9814,262.0383,22416.0821,7.3456,353.8199,406.4645,18.2049,82.569,5.5213,0
6.2086,205.4539,26290.7764,9.0541,,475.9556,14.9361,67.978,3.1646,0
5.8059,185.252,21553.9294,10.9311,339.1634,439.5674,16.1478,81.3424,5.0431,0
8.8802,285.9042,25109.9975,7.4033,356.475,466.7624,16.6813,78.5467,3.3916,0
10.2615,208.0044,18916.4677,9.4363,356.1974,367.6694,21.2244,101.8328,4.217,0
8.0117,177.7558,44414.9977,7.504,348.017,460.2041,14.3004,80.2763,4.0675,0
8.39,226.3819,37886.2432,5.351,,487.1504,14.5903,58.5748,4.0968,0
6.3834,175.0082,28003.7085,8.4917,335.8806,416.4282,14.6652,76.4593,4.5549,1
,186.2896,24591.122,5.2362,,292.2493,14.475,44.7631,3.8023,0
6.7478,230.4434,27960.1454,7.2731,349.4901,294.2415,8.1175,62.3565,6.1756,0
,178.3737,14719.4573,10.9068,221.7375,339.9318,16.4664,76.0417,4.2389,0
4.3451,150.2009,27323.6534,6.0632,,424.8998,19.7096,75.7475,3.3948,0
6.3519,220.7605,21302.2204,5.3693,307.6352,310.2118,10.2784,65.2754,4.5855,1
,224.9779,18458.2086,6.5938,264.7649,415.0243,15.3259,49.9717,3.254,0
,153.6227,16180.8663,7.9089,343.9621,426.1478,21.0888,68.0148,4.3677,0
8.3651,186.7965,16242.3626,8.5815,360.9263,335.5047,17.9216,32.8508,2.7528,0
5.2532,233.0861,26265.939,6.2464,363.7984,478.391,18.098,83.0963,4.0479,0
6.4782,206.1791,22287.4461,6.1705,323.4754,333.2481,11.0233,77.2387,4.2544,1
9.0288,225.0422,15233.58,8.1748,308.3533,447.3134,15.169,44.6344,4.0524,0
,194.356,25692.0156,7.0716,381.6084,572.0151,14.3163,68.1422,4.0387,1
5.2583,177.8721,23312.9553,8.858,305.636,304.6774,13.0446,66.923,4.2079,0
5.1451,180.2518,21247.1478,5.8677,402.8819,412.8504,11.0041,59.7225,5.3059,0
4.1185,188.3791,34689.317,9.4877,366.4362,526.3181,11.3216,81.5273,3.5598,0
,204.0973,19827.069,7.6417,,425.2041,9.8869,66.1553,4.6873,1
5.9832,111.6028,10533.8022,7.1088,392.6273,352.5757,11.318,34.6109,4.8299,0
8.6245,136.7694,23384.4864,4.5702,385.4988,410.017,13.4387,29.1364,4.1117,0
8.3545,198.7215,13506.3653,6.6683,,304.1768,13.1696,92.1997,4.5646,1
6.1098,220.1108,29284.2401,7.02,338.6769,394.0852,12.6967,66.551,4.2133,1
6.3039,177.317,27018.6029,9.0387,,432.6628,14.4416,47.3694,3.5106,0
8.2246,198.8324,19393.539,7.4683,325.8394,373.4943,17.1789,43.5912,2.6389,1
7.2997,163.9651,26419.308,5.5518,409.2033,405.4949,9.21,96.3088,3.6187,1
7.4737,154.2254,18615.1088,4.9378,387.2855,274.6946,15.4028,78.4717,4.3821,1
4.6588,203.7799,18105.0321,8.6324,427.5965,524.303,11.0606,35.7815,4.3043,0
,196.4813,6727.8012,5.2901,,379.9054,19.2961,54.7186,3.8002,0
5.7933,182.2893,4046.2337,10.0205,336.0995,432.5806,14.1127,58.4182,2.3924,0
3.7438,156.7968,18504.8399,7.6052,304.6025,407.9457,15.073,74.9671,4.6261,0
6.1731,200.9692,37204.3609,6.3467,,409.0584,16.3922,,4.4563,0
7.7003,196.6502,11740.9273,5.8372,364.6248,450.3925,18.8746,73.3022,2.5252,0
,190.4568,21354.0202,9.4451,328.9095,459.2402,10.159,62.4417,4.6346,0
,194.7375,16338.4417,6.9387,318.9567,399.8967,14.6533,43.5102,4.1825,1
,186.7603,26471.0053,7.4599,370.2642,355.6602,11.59,68.789,5.266,0
10.2015,215.2991,14926.2723,3.9044,341.7085,518.97,20.3123,67.7611,4.3478,0
7.3155,211.2094,21087.8833,7.4158,418.6569,292.0957,10.8318,56.3614,3.1839,1
,255.6282,25461.1429,5.5135,315.6932,484.2699,16.6646,42.2501,4.8822,1
5.4983,243.5112,17653.7674,3.4669,363.8003,333.6712,12.9371,57.4866,2.4944,0
5.6042,196.8485,20710.8946,6.7833,351.2303,389.0941,19.2142,35.5105,4.6154,0
9.2536,158.8235,20176.2704,6.9546,,461.8955,13.2486,46.1799,3.9818,0
,218.3823,26487.4033,5.1446,328.7289,430.3074,12.0539,63.1306,3.0943,1
6.2894,178.8087,27381.1754,11.7544,,398.3874,17.7854,49.5155,5.1744,0
6.3304,246.818,28428.4305,5.2601,,474.1643,11.9786,65.2646,3.7134,1
9.3848,150.357,25697.0633,5.7021,327.1713,440.3597,12.0516,48.0704,4.6003,0
,184.1614,13482.5388,7.6062,395.5826,377.5488,21.5284,88.7368,3.4663,0
8.0034,247.161,18466.1455,7.6726,,392.0129,21.4062,77.813,3.9901,0
7.4712,198.0147,26386.2828,7.6065,,328.9238,12.58,67.7068,3.0384,1
7.4317,221.0571,22396.831,6.719,,423.6703,13.7276,61.9808,4.4705,1
5.7904,218.9304,29395.2214,9.6587,,588.3811,22.2289,45.1382,3.5535,0
8.0481,182.1272,11178.2747,5.8289,287.4831,456.6482,15.8638,60.2072,3.8503,1
9.4447,224.6454,14400.4446,4.1318,,472.8406,13.6215,68.5538,4.452,0
,169.8811,14801.005,5.4439,,393.3951,13.7784,31.595,4.0392,1
5.728,187.3046,24497.297,6.9013,367.9973,292.2281,14.5821,79.7253,3.0467,1
5.1817,265.5028,16549.4836,7.2772,408.2317,390.1954,14.1356,65.177,4.183,0
7.3604,191.7821,14348.6831,10.4057,,448.0795,12.5615,51.4391,4.2071,0
6.6802,209.4327,24866.9759,7.0064,292.3336,355.0395,12.3254,71.3699,3.7601,1
6.9266,163.3258,18447.2308,6.3966,341.8896,331.5883,15.454,82.7169,5.4229,1
7.0974,240.4508,12744.0313,6.259,407.6189,421.0047,14.3074,60.9909,3.4612,1
4.9108,168.1568,25482.4079,5.8001,327.7211,475.8641,13.6717,72.9317,3.9025,0
8.2288,173.7933,21022.3151,8.3272,301.559,361.9278,17.1732,74.4613,4.8461,0
7.4244,178.2281,26083.7836,5.1934,,567.1573,18.3551,,4.3252,1
6.9703,167.2242,26742.6873,9.3989,280.4918,379.7983,14.6926,57.1501,5.1005,0
7.4208,151.9491,16841.8325,5.6004,,409.4275,8.8911,77.916,4.5404,1
8.4414,188.014,19432.3535,6.0569,,326.0903,16.5869,85.4341,4.3538,0
7.1585,181.8016,20823.3764,7.2244,286.6361,493.3016,20.9251,64.3284,3.8284,1
,194.0402,27637.5708,4.4652,331.0722,276.8552,9.3458,53.8741,4.0669,0
8.7944,165.7809,21582.51,7.3583,326.048,407.6976,16.4253,84.1807,3.7112,0
6.443,168.3201,30731.8799,7.1129,286.6963,443.8282,12.2699,56.9007,4.5173,1
6.0136,186.9142,17236.3972,9.3399,358.3188,471.9956,19.8325,59.9084,3.8063,0
,197.0367,21891.6722,8.3353,420.0634,470.916,8.0839,69.1159,2.8567,0
7.0916,167.4057,32863.3236,3.1797,358.8765,339.6163,11.9474,79.2575,4.1372,0
5.54,195.8599,10088.6589,7.7445,,469.0277,13.9393,63.4669,2.6666,0
6.3169,189.4908,11235.208,5.5015,317.0368,393.5171,13.3261,41.124,3.0231,1
7.7405,230.6704,27734.2696,5.5451,360.5367,254.4402,16.0661,56.5682,3.9182,1
7.1289,217.2018,28245.5903,5.7628,322.1566,588.1328,19.3298,77.534,3.634,1
8.5739,212.938,30164.7327,10.4205,313.2984,455.2487,11.665,77.7864,5.0317,0
7.5286,229.1214,29015.3366,6.4313,,475.4475,11.221,79.599,3.9499,1
,176.6672,30616.2307,7.1533,338.2757,504.9312,21.3022,60.0521,5.0643,0
6.5953,240.1253,17712.6621,8.614,,418.6113,16.4044,61.8413,4.2604,0
6.3342,202.7747,22074.8403,10.1264,,375.1662,9.516,79.0292,3.7878,0
8.0302,181.177,26612.3778,6.5064,,464.2811,5.0807,55.4087,4.9762,1
7.1116,209.7628,11733.421,7.3723,368.8577,503.5983,15.6278,87.9837,4.4603,1
6.4759,162.644,11213.6393,7.5639,395.1415,530.5985,13.4712,43.9906,3.907,1
8.322,253.5705,16941.5435,7.2755,348.437,326.9545,18.6676,91.943,4.317,0
7.2215,204.9925,30205.8824,6.7914,352.2185,504.5138,14.2692,47.0233,3.393,1
6.3957,149.1822,28273.0675,5.28,,293.3236,18.8862,67.5705,4.5065,0
4.8568,160.9404,11031.2382,6.2882,320.7057,472.1128,20.0987,60.3081,4.4893,0
7.7231,180.6404,17133.8119,5.8225,370.8549,377.9147,10.7823,45.7354,4.635,1
7.4309,179.0295,17231.165,5.5014,260.3229,482.5307,12.1525,83.2601,4.2026,1
7.1555,211.254,22482.2649,6.2413,360.2617,493.491,13.9095,73.0312,3.2732,1
6.4419,224.9873,23519.2017,7.0192,313.4172,468.1602,14.4246,74.2657,4.0816,1
,229.3546,21883.7795,6.0252,345.0919,499.2123,13.6443,91.9065,4.0896,0
6.7468,214.135,14106.2246,6.4734,392.1041,490.1946,18.5598,86.6596,4.3092,0
7.4202,167.0141,31027.8562,8.5918,385.3623,441.655,16.2328,77.9739,3.453,1
6.8921,232.5184,30553.106,8.3285,413.7929,541.291,17.9085,74.2657,4.7973,0
6.8673,235.9853,13082.656,5.5363,220.6769,424.1192,11.0858,79.1302,3.9636,1
6.3918,134.9065,20415.0879,4.1696,373.167,380.1423,6.4778,71.7648,5.387,0
,178.6343,30776.2395,11.2532,327.0755,445.951,12.5773,57.8022,2.9196,0
7.4234,185.4572,24784.0667,6.8025,388.994,368.2281,11.9497,78.4136,3.925,1
5.974,171.9067,25779.8036,9.9955,309.1945,428.1656,14.4028,41.4748,3.9119,0
8.1976,229.8792,18160.544,7.0373,357.6844,428.0339,13.2403,,4.5061,0
8.2433,211.3597,33780.7886,10.0128,307.8991,566.608,11.9852,67.1207,3.8007,0
8.276,198.5991,12795.6507,7.8352,319.398,579.4804,16.1185,64.5099,3.9867,0
6.888,157.7414,29557.953,7.006,277.6531,318.9187,13.9225,76.4772,3.8237,1
6.7946,131.0513,36657.3717,6.2094,,358.5037,12.8341,55.6489,4.3303,1
5.376,166.8444,15602.495,6.8563,312.8657,496.1027,15.2499,67.4662,4.5347,0
8.1894,170.0537,33092.3735,5.6428,315.5681,455.5376,11.7176,60.4693,2.4545,1
3.9404,167.7496,28879.0136,7.6091,,575.7124,22.1327,96.5236,3.7904,0
6.5053,128.8437,16573.9097,7.0523,,508.1153,18.1932,55.0071,3.1073,1
,147.5185,23253.5939,7.9891,382.4226,419.5393,10.0674,76.9832,4.5198,1
8.3386,182.5927,33777.7343,8.0141,324.7755,650.4396,8.3527,65.6821,2.463,0
7.0791,206.9681,18235.5878,5.3513,325.2017,311.5436,14.706,,3.6865,1
5.6622,179.3179,18226.0284,7.6282,343.9722,471.7773,13.1978,65.1561,4.7257,0
4.9827,188.729,320.0,7.1873,318.0957,531.143,12.3,55.6045,3.9973,0
,193.7898,8060.8044,8.8645,,489.6357,10.7498,51.4804,4.3985,0
,193.9276,18731.1047,9.7997,298.2405,373.8993,10.797,44.2051,4.892,0
7.1609,234.4536,20821.062,6.4761,321.8305,332.3742,21.1094,30.0304,3.0378,1
6.7895,170.5764,26875.5702,3.6891,,499.183,16.4172,76.9884,4.8918,1
6.074,202.598,29241.0247,7.0488,381.9561,409.6001,14.5629,34.9038,2.9325,1
6.7711,153.8329,38343.0963,7.0277,364.7414,421.8404,11.3985,45.3834,3.521,1
8.5467,233.7004,27828.8296,5.5007,358.916,460.5331,10.9702,61.9819,3.8572,0
5.4624,219.4055,46404.2274,7.7809,,419.9252,11.1993,44.3146,3.3312,0
7.1295,227.7455,28363.1591,6.7302,342.34,556.225,13.5813,63.1636,3.7694,1
9.4593,199.6512,33321.6829,8.1821,,541.835,10.0156,58.878,2.7204,0
7.8949,192.1902,15319.1219,5.0691,395.3492,309.0158,13.468,30.4871,3.4051,1
6.4098,155.2021,25852.2441,7.5507,298.4933,474.8537,15.6771,77.3177,4.1037,0
8.0516,206.1453,30124.8308,6.7787,242.1498,421.7971,11.1156,65.0007,2.8563,1
,239.6514,30062.8044,6.7541,,312.4442,8.5196,62.9513,3.8134,0
7.0904,107.598,18357.263,8.6797,344.5876,446.548,18.8737,31.7308,4.0697,1
9.3644,252.1828,21737.8497,6.1174,352.9106,437.8817,11.7155,65.1249,4.0793,0
,169.9364,11577.3764,6.4506,294.5495,364.6477,14.1845,62.1289,5.5341,0
,211.4926,24928.8481,8.3355,353.1353,458.0385,18.6982,81.001,3.2367,0
8.1091,170.0983,13307.9422,4.6311,,542.3072,15.9297,76.5886,3.8534,1
9.9445,191.3058,30215.8333,8.216,,366.992,14.0985,92.1806,2.1422,0
,222.3843,24215.6294,5.9284,436.1985,337.094,13.3538,,4.0927,1
7.4607,190.338,28055.0527,3.3675,348.0083,374.8511,10.1067,86.9369,2.5094,0
9.2956,254.1102,27069.4902,9.3842,347.3091,462.0981,13.1766,86.4323,2.8275,0
6.356,197.5345,25867.9053,9.7481,339.6496,554.6205,15.4935,55.0374,4.2248,0
7.7445,217.0692,28938.1743,7.2363,346.8734,371.819,17.5554,62.5546,3.9549,1
6.993,176.5522,22719.8294,5.4307,241.782,355.8616,11.1704,58.9859,3.0168,1
4.2497,180.2129,8562.0306,4.1909,319.7324,359.8213,15.8682,,3.7121,0
7.5888,183.5412,32768.6859,7.5739,319.7526,376.6759,18.8405,68.4241,4.7075,0
6.8093,212.4099,15949.2603,9.5346,408.9915,572.5539,15.9061,75.4601,2.4343,1
8.4444,249.6616,29797.5564,4.6117,372.4652,498.9097,17.6396,64.0018,4.1236,0
10.1573,197.4065,26671.3298,6.9744,309.2611,227.4946,11.365,40.6901,4.6143,0
8.0853,155.1368,25306.5347,9.594,,381.7358,11.839,75.4169,3.6213,1
6.5399,176.7036,23462.1993,8.3452,306.655,429.5969,18.8564,59.1743,3.2607,0
7.7417,152.3993,24448.3784,6.7489,282.4447,359.0567,18.6769,71.5225,4.2308,1
7.3766,211.9049,23804.5126,10.3869,,388.5014,14.796,78.7442,3.1887,1
,197.2175,22289.8036,4.9515,374.1274,389.5101,11.4074,41.2684,4.6612,0
4.965,161.9442,21080.425,7.8924,,449.187,16.7362,,4.3107,0
5.3655,184.8317,24595.2397,8.7522,252.9951,549.989,11.566,64.8978,3.4201,0
4.0736,226.4539,27162.3076,4.8334,,181.7239,14.3642,62.8068,4.2166,0
7.9724,211.1077,18504.5304,6.2359,371.5308,447.1842,21.2305,72.8302,3.0977,1
7.0521,178.0625,24112.875,6.3608,323.5828,554.1596,17.2377,47.6641,4.2057,1
6.139,220.5245,10872.9385,11.5583,284.6168,454.5176,16.0121,79.2319,4.5332,0
6.0139,208.9663,15243.8716,6.9394,325.9765,419.1165,13.2836,73.0357,3.3966,1
6.2389,178.7842,7624.896,6.868,429.6169,472.1936,7.3739,41.0902,4.1625,0
5.7161,202.3156,19833.3649,6.1395,,510.2955,16.7462,,4.6665,0
6.6075,256.4751,25218.1594,11.2495,362.6801,510.5199,13.9504,62.6075,3.5064,0
6.3535,161.0698,27882.699,10.3304,303.9649,471.6554,16.659,74.736,4.3024,0
9.1233,229.098,10784.5445,5.6337,,317.3866,9.132,81.6264,3.2088,0
7.5553,191.9095,28862.3945,5.8336,293.383,463.5562,13.9154,62.3392,3.2039,1
,216.6859,13469.5075,8.037,356.1935,507.1694,16.5151,48.4122,2.3002,0
6.2217,209.2238,18631.4336,7.4048,,352.6257,18.1013,65.1937,4.6203,0
8.8424,205.4151,17849.2227,7.6847,268.386,245.5139,12.4293,50.489,3.9487,1
7.7451,191.4322,35151.9772,5.8876,416.5711,456.6383,8.6943,58.7732,3.5701,1
,196.5009,23485.485,4.1203,318.9666,515.2119,13.9149,70.8825,3.5,1
8.1394,218.1101,39500.5483,7.3301,372.2831,321.8489,14.5045,,4.0618,1
9.4116,211.1214,30270.3423,5.5299,312.6734,495.0296,16.8124,,3.4071,0
,149.5626,19936.742,11.3397,373.5152,349.2348,14.9148,75.4121,4.602,0
5.9839,211.0352,25418.7791,7.4063,289.8573,409.061,17.3468,76.1601,4.4353,0
4.5213,238.4372,33381.9288,7.5494,287.1934,488.1667,14.0745,88.7919,3.7153,0
7.8075,225.1418,14867.7603,7.7988,384.6382,326.5645,10.7393,92.1811,5.3256,1
,203.1722,18065.4276,6.0964,360.7313,467.0678,16.1826,71.5017,4.7612,1
,137.8753,21793.5956,7.4501,243.6492,381.4727,13.6676,66.0281,5.0566,1
5.9595,215.4045,19431.5571,5.3142,,542.0987,14.5843,78.038,4.621,0
8.0963,217.6743,19933.799,7.13,,391.0008,17.0382,82.5541,3.4796,1
6.8711,243.3687,36272.8461,7.8995,,437.925,16.2727,40.9109,4.7882,0
6.3001,165.7793,23371.4195,7.1755,342.4095,454.2114,13.9196,79.375,3.4315,1
8.9254,188.8917,19475.2102,2.5664,,381.6251,16.5224,68.2323,4.058,0
5.5423,179.3862,18866.6044,8.0585,280.8055,417.7387,18.5596,75.3216,4.4894,0
5.2214,187.7352,10883.6938,5.8493,390.2481,398.0836,14.765,101.7268,3.7171,0
,141.001,28815.3888,8.6962,374.2594,520.8231,9.6936,106.0756,4.0598,0
6.5394,181.2318,16897.3417,7.2634,255.6966,375.6086,15.6406,44.8985,3.3996,1
6.2811,182.4772,51740.6727,7.0933,347.7862,389.0515,14.6236,79.2217,4.2558,0
6.0107,184.1988,25932.0015,7.9053,,371.8677,15.4465,82.9841,2.8267,0
6.8788,247.4092,17280.0699,6.067,331.968,398.9993,5.1087,51.6778,4.3496,1
8.2306,176.0073,12004.7447,7.2086,297.9985,470.0829,7.9685,71.0021,4.4727,0
8.1876,181.8674,18192.6957,6.5422,344.1798,407.0985,10.2304,86.0756,3.5234,1
7.8798,232.1513,25436.3667,8.0349,270.4636,399.2342,12.75,70.8112,3.0048,1
6.6705,178.0484,17201.9555,8.6064,353.5994,378.1603,11.5988,82.0971,4.7163,1
4.8896,234.6779,27349.9755,5.7946,280.607,405.2322,11.3894,45.8739,2.5482,0
,210.53,27842.8529,6.4197,,486.3448,11.5871,72.2574,3.7689,1
9.3126,175.8877,26763.0986,5.826,297.3245,395.2499,12.3499,54.6967,3.7118,0
8.6518,173.3265,26363.0951,10.0802,290.9106,508.5544,11.2783,91.9305,5.3899,0
6.8327,200.4752,22205.7479,5.8703,381.9017,605.6013,10.6837,40.4713,3.6225,1
,189.7068,16616.7837,7.0136,336.0038,418.2022,13.6133,57.4556,3.7429,1
6.5133,199.0961,11797.2334,6.7584,386.7491,549.3536,15.0994,51.023,3.2783,1
6.9989,177.4807,8653.5457,5.635,327.7371,310.0501,13.1693,43.8745,2.816,1
,214.9215,18331.0758,8.0298,,398.6838,10.982,94.0295,3.6415,0
6.6163,174.3692,27655.9804,6.6855,391.6997,485.382,13.0177,81.6128,3.985,1
7.2866,180.8473,21993.462,8.839,326.5863,466.2913,19.8107,66.0333,3.9957,1
6.8315,190.0902,13425.7337,5.6437,313.8766,358.1923,14.2108,57.7412,4.2848,1
8.2118,155.4843,29616.4169,7.6952,294.6068,486.1084,11.6986,60.2562,2.7968,1
9.849,185.6863,13952.6402,10.7418,309.9829,643.2815,14.8632,53.9079,4.3545,0
9.0228,189.2363,12334.9056,8.5949,369.7552,487.6043,10.6121,76.7966,4.889,0
6.6317,149.3952,13857.2947,7.1258,348.8,338.1897,11.7843,74.9512,3.313,1
6.0052,138.2619,16495.3334,8.6261,329.7418,361.8051,17.971,,3.2852,0
,235.6965,21315.0658,5.1886,345.9209,369.3898,18.8496,71.8319,5.0602,0
5.6426,187.1683,11690.5123,7.9453,366.4236,445.6654,13.642,70.0807,3.9618,0
7.13,191.2298,8581.193,7.7533,366.1507,560.6984,12.0572,41.5339,4.6275,1
7.699,175.3926,25574.8004,7.9964,293.4917,501.7597,18.601,84.0573,4.4842,1
7.3491,246.5288,24124.7771,8.025,295.3851,598.4592,14.6294,75.4761,4.3173,0
7.3647,189.101,25895.5381,8.3237,405.1372,449.5653,17.6369,79.7505,4.2927,0
7.3126,138.3197,28214.4562,6.1739,333.2277,469.5279,9.6568,97.6668,5.1118,1
6.8859,211.4669,22391.7763,6.308,362.9534,561.7298,11.7917,59.0246,3.5317,1
5.9887,164.3998,36714.5103,5.4818,310.9553,436.067,11.2227,26.7259,4.331,0
9.6152,209.7479,20255.0826,7.9495,281.7038,555.8288,7.7349,64.8792,5.4672,0
8.6199,191.4926,21479.5242,4.2356,299.5035,533.1214,4.7292,85.3755,3.3155,0
5.7449,236.737,32779.1601,6.9614,,354.0115,16.4213,73.931,3.1589,0
5.7493,211.1363,25235.6883,5.8012,,404.9872,13.4328,75.8252,3.4252,1
6.2182,183.6787,20650.1174,7.4538,376.4963,413.4549,13.239,59.2392,3.7854,1
7.1286,241.787,21858.5464,10.7397,354.1727,404.6487,14.149,74.5231,3.9019,0
8.9308,283.7927,12223.3162,6.2688,,448.721,13.7417,64.2676,4.8157,0
,178.8235,27477.6505,8.8843,297.9762,372.1597,15.1367,99.4735,4.3986,0
8.6496,231.1362,20152.7308,9.381,341.8711,542.4285,11.1982,70.6635,4.6518,0
8.6791,208.2239,25621.11,5.3126,397.7983,482.0002,19.7581,34.145,3.0816,0
8.7064,210.6706,32963.1435,6.864,364.5282,496.2222,14.5369,44.1177,4.853,0
,156.2097,28389.2407,7.5344,240.424,498.9117,12.0036,58.2714,4.3978,0
7.7481,164.7152,24157.3731,5.7804,355.3557,338.0127,9.7387,68.4715,2.777,1
6.905,241.9858,25192.3228,6.4318,322.6826,498.2263,15.0578,,3.694,1
4.5167,201.1572,23076.4395,6.7734,,374.6246,17.6606,83.8604,4.7437,0
6.89,179.1051,35961.4246,7.3911,368.9916,574.8215,11.9189,55.1131,3.3243,1
9.7289,254.4804,6287.3222,6.2783,,308.5999,13.39,69.165,4.3748,0
6.2862,235.8472,18237.6813,8.9614,376.8537,524.4013,10.0345,72.9269,4.1524,1
6.1602,220.1387,15245.6978,8.0293,324.892,357.0767,9.3143,35.9046,4.7179,1
8.5756,164.8152,25474.4897,7.0119,,430.4071,21.8252,109.2163,3.106,0
7.1985,196.0724,20464.443,7.6172,356.0738,490.2069,13.167,54.589,3.2547,1
6.3743,244.0328,22823.9448,4.3907,,339.5332,14.5028,83.0774,2.8378,0
9.3698,130.7319,37943.884,4.7305,295.406,389.4823,19.2169,76.9085,4.4882,0
7.9975,145.065,24307.1024,4.9787,301.3712,479.397,15.2109,33.2934,4.1255,1
,170.5801,29108.7409,7.4466,,316.7337,18.0434,91.9191,4.2263,0
,227.9712,18707.494,9.5101,,262.3335,8.4072,90.0177,3.3176,0
7.8107,203.9278,16409.7654,6.3524,312.5329,456.1496,19.8015,,4.3899,1
7.6334,211.7427,13669.4819,5.2934,,500.494,14.6609,100.8834,5.3162,0
8.2223,202.8393,33865.0358,5.6245,326.9034,549.1084,19.0067,75.7592,3.0512,0
8.7693,199.8786,12933.2383,7.4502,355.3068,465.1088,13.1342,80.5235,4.4071,0
8.7353,235.6214,18165.7572,5.0493,346.1758,453.1412,13.8931,87.7046,3.8459,0
7.3306,313.4648,41094.0821,5.7037,331.8318,515.9329,16.4707,36.6369,3.6821,1
8.0936,211.7961,25246.2064,8.1793,284.4824,435.5241,15.1891,85.1314,3.1248,0
5.3967,239.1447,22418.1398,9.0793,,476.364,14.6954,71.3998,4.7156,0
,182.3988,20207.5892,7.2952,,213.3705,17.7724,72.1805,4.4452,1
8.0859,248.6146,12595.9594,7.075,299.4284,428.4582,15.0572,41.7452,4.6314,1
6.5084,199.8062,25214.3232,6.6101,288.0637,358.0533,14.9196,,3.7338,1
5.9426,202.5956,30545.9366,8.0242,,347.2196,15.8849,74.7406,3.3808,0
6.9936,181.8001,14724.7545,2.4726,313.3209,433.5615,12.9817,55.8373,3.5723,0
5.2962,171.9817,18081.8791,7.4375,,409.5813,13.8431,67.2651,3.6525,0
,179.0843,35774.7377,7.435,,565.0891,19.047,89.605,4.3997,1
7.5132,165.118,19047.9708,6.5764,277.5231,561.8192,12.9431,80.5126,3.3481,1
5.6856,154.7639,28290.8584,6.5405,,499.0697,13.7931,57.4042,2.8016,0
,256.8039,40972.5711,7.7578,,587.4507,12.3294,61.4047,4.0699,1
8.6495,211.3061,15001.7642,6.345,,435.6274,11.3675,107.5637,5.0786,0
8.642,228.9932,21441.9472,8.1161,344.6352,279.5908,11.2146,43.1974,4.5174,0
8.5655,213.3211,14617.3635,5.85,357.4866,327.5054,18.2235,68.8485,3.0294,0
6.859,150.4812,3603.4759,7.7462,283.5911,468.174,18.6056,80.9514,3.2076,1
6.5829,197.924,32963.0934,8.5472,367.7958,436.307,10.362,88.2396,4.3819,0
,167.8566,27099.5909,5.4791,265.3205,432.4717,16.4989,50.537,4.1652,1
7.9512,170.6562,19757.2803,8.7016,307.1325,419.6258,16.6764,87.3096,4.8464,0
10.5372,193.1485,25860.9057,7.7374,304.818,269.0408,17.8358,73.1923,3.9232,0
9.1454,202.258,17223.7147,7.5498,308.7617,461.152,14.9623,67.3382,3.3676,0
9.4111,199.8746,10173.1473,9.1876,256.5339,462.1373,18.2245,99.8903,4.421,0
9.0644,200.9755,16827.5506,7.8101,,480.2183,18.6153,95.9086,3.1485,0
,187.4266,15832.8491,5.7163,,399.411,7.6318,80.7092,2.8792,0
6.7849,197.8556,13805.0582,8.129,365.7324,389.827,22.0583,76.9747,4.6276,0
6.444,237.6649,30895.9992,8.9325,346.6279,473.1412,16.397,50.3263,4.2137,0
